Announcement Date,Parent Company,Company,Facility Name,Phase,City,State,Manufacturing Focus,Component Category,EV/Battery Production,Announcement Effective Year,Existing Union?,Announced EV Investment,Announced EV Jobs,Congressional District,30D Eligible (Defunct),Federal Funding Received,Federal Program,Source,Address,latitude,longitude
6/26/25,Rivian,Rivian,Normal Factory,Update,Normal,IL,Multiple Classes,Vehicle Assembly,Operational,2025,No Evidence,NA,-140,IL17,Good Evidence,NA,None,https://techcrunch.com/2025/06/26/rivian-cuts-dozens-on-manufacturing-team-ahead-of-r2-launch/,"Normal Factory, Normal, IL",40.518091,-88.995074
6/25/25,Amprius,Amprius,Brighton Facility,Update,Brighton,CO,Batteries,Cells,Canceled,2025,No Evidence,"($95,000,000)",-166,CO08,No Evidence,$0,None,https://coloradosun.com/2025/06/25/colorado-clean-energy-project-cancellations/,"Brighton Facility, Brighton, CO",39.986767,-104.812604
6/24/25,Gradiant,alkaLi,alkaLi Lithium Plant,Original,NA,PA,Minerals,Lithium Carbonate,Planned,2026,No Evidence,NA,NA,NA,No Evidence,NA,None,https://alkali3.com/gradiant-announces-worlds-first-fully-integrated-lithium-production-facility-from-oilfield-produced-water/,"alkaLi Lithium Plant, NA, PA",9.1599257,8.2868934
6/24/25,Toyota Motor Company,Toyota,Toyota Motor Manufacturing Indiana,Update,Princeton,IN,Batteries,Packs,Canceled,2025,No Evidence,"($700,000,000)",-170,IN08,No Evidence,$0,None,https://electrek.co/2025/06/24/toyota-tweaks-ev-plans-again-with-two-new-3-row-electric-suvs/,"Toyota Motor Manufacturing Indiana, Princeton, IN",38.300335,-87.553379
6/24/25,Toyota Motor Company,Toyota,Toyota Motor Manufacturing Indiana,Update,Princeton,IN,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2025,No Evidence,"($1,503,000,000)",-1570,IN08,No Evidence,$0,None,https://electrek.co/2025/06/24/toyota-tweaks-ev-plans-again-with-two-new-3-row-electric-suvs/,"Toyota Motor Manufacturing Indiana, Princeton, IN",38.300335,-87.553379
6/19/25,"LG Corporation, Toyota Motor Company",Green Metals Battery Innovations,Green Metals North Carolina Battery Recycling Facility,Update,Liberty,NC,Battery Recycling,Recycling,Planned,2026,No Evidence,NA,NA,NC09,No Evidence,$0,None,https://www.prnewswire.com/news-releases/lg-energy-solution-and-toyota-tsusho-establish-a-battery-recycling-joint-venture-in-the-us-302486006.html,"Green Metals North Carolina Battery Recycling Facility, Liberty, NC",35.853638,-79.570561
6/11/25,Lucid Motors,Lucid Motors,Phoenix Hub,Original,Phoenix,AZ,Parts,Other Electrification Components,Planned,2025,No Evidence,NA,NA,AZ03,No Evidence,$0,None,https://www.azcommerce.com/news-events/news/2025/6/lucid-expands-its-arizona-footprint-with-grand-opening-of-new-phoenix-hub/,"Phoenix Hub, Phoenix, AZ",33.451724509683,-111.950014191669
5/27/25,General Motors,General Motors,Tonawanda Powertrain Plant,Update,Buffalo,NY,Parts,EV Drive Systems,Canceled,2025,Good Evidence,"($300,000,000)",NA,NY26,No Evidence,$0,None,https://www.wsj.com/business/autos/general-motors-to-invest-888-million-in-propulsion-plant-23ea7636?gaa_at=eafs&gaa_n=ASWzDAhsc-Q4QbyWJrCuDaKF6SIUzxMqSdEG6nu5VVD9G4p1tqONlM3Vsq7qwYLwxw%3D%3D&gaa_ts=6838c157&gaa_sig=7D2BA5N8jcQFNxdqFizHQN0bvrccj4iE4Gf3Op3Y3YO07u7thrBSR3ITTZMwTz2DvH9hEFJjIfGkkDGSsXJEaw%3D%3D,"Tonawanda Powertrain Plant, Buffalo, NY",42.961678,-78.916197
5/26/25,GreenPower Motors,GreenPower Motors,West Virginia Facility,Update,South Charleston,WV,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2025,No Evidence,NA,-17,WV01,No Evidence,$0,None,https://wvmetronews.com/2025/05/26/greenpower-lays-off-workers-at-electric-school-bus-manufacturing-site-in-south-charleston/,"West Virginia Facility, South Charleston, WV",38.361263,-81.695596
5/14/25,Li-Cycle,Li-Cycle,Alabama Spoke,Update,Tuscaloosa,AL,Battery Recycling,Recycling,Canceled,2025,No Evidence,NA,NA,AL07,No Evidence,$0,None,https://investors.li-cycle.com/news/news-details/2025/Li-Cycle-Obtains-Creditor-Protection-Under-CCAA-and-Chapter-15/default.aspx,"Alabama Spoke, Tuscaloosa, AL",33.201143,-87.524615
5/14/25,Li-Cycle,Li-Cycle,Arizona Spoke,Update,Gilbert,AZ,Battery Recycling,Recycling,Canceled,2025,No Evidence,NA,-50,AZ05,No Evidence,$0,None,https://investors.li-cycle.com/news/news-details/2025/Li-Cycle-Obtains-Creditor-Protection-Under-CCAA-and-Chapter-15/default.aspx,"Arizona Spoke, Gilbert, AZ",33.330732,-111.79034
5/14/25,Li-Cycle,Li-Cycle,Lordstown Battery Recycling Spoke,Update,Lordstown,OH,Battery Recycling,Recycling,Canceled,2025,No Evidence,NA,-35,OH14,No Evidence,$0,None,https://investors.li-cycle.com/news/news-details/2025/Li-Cycle-Obtains-Creditor-Protection-Under-CCAA-and-Chapter-15/default.aspx,"Lordstown Battery Recycling Spoke, Lordstown, OH",41.1659182,-80.857251
5/14/25,Li-Cycle,Li-Cycle,New York Spoke Recycling Facility,Update,Rochester,NY,Battery Recycling,Recycling,Canceled,2025,No Evidence,NA,-35,NY25,No Evidence,$0,None,https://investors.li-cycle.com/news/news-details/2025/Li-Cycle-Obtains-Creditor-Protection-Under-CCAA-and-Chapter-15/default.aspx,"New York Spoke Recycling Facility, Rochester, NY",43.155708,-77.612547
5/14/25,Li-Cycle,Li-Cycle,Rochester Hub,Update,Rochester,NY,Battery Recycling,Recycling,Canceled,2025,No Evidence,"($960,000,000)",-220,NY25,No Evidence,"($475,000,000)",Loan Programs Office (LPO),https://investors.li-cycle.com/news/news-details/2025/Li-Cycle-Obtains-Creditor-Protection-Under-CCAA-and-Chapter-15/default.aspx,"Rochester Hub, Rochester, NY",43.155708,-77.612547
5/13/25,Mississauga Bus Group of Companies,Damera,Damera Peoria Assembly Facility,Original,NA,IL,Medium-Duty (Class 3-6),Vehicle Assembly,Planned,NA,No Evidence,"$31,500,000",90,NA,No Evidence,$0,None,https://gov.illinois.gov/news/press-release.31283.html,"Damera Peoria Assembly Facility, NA, IL",31.977711512,34.979217692
5/13/25,Slate Auto,Slate Auto,Truck Manufacturing Facility,Original,Warsaw,IN,Light-Duty (Class 1-2),Vehicle Assembly,Under Construction,2026,No Evidence,"$363,000,000",2000,IN02,No Evidence,NA,None,https://www.abc57.com/news/bezos-backed-ev-company-slate-to-make-michiana-a-manufacturing-hub,"Truck Manufacturing Facility, Warsaw, IN",41.235151,-85.856639
5/7/25,Geely,Volvo Cars,South Carolina Car Factory,Update,Ridgeville,SC,Batteries,Packs,Operational,2025,No Evidence,NA,-62,SC01,No Evidence,$0,None,https://www.reuters.com/business/world-at-work/volvo-cars-cut-5-workforce-south-carolina-plant-us-2025-05-07/,"South Carolina Car Factory, Ridgeville, SC",34.920567,-81.996745
5/7/25,Geely,Volvo Cars,South Carolina Car Factory,Update,Ridgeville,SC,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2025,No Evidence,NA,-63,SC01,No Evidence,$0,None,https://www.reuters.com/business/world-at-work/volvo-cars-cut-5-workforce-south-carolina-plant-us-2025-05-07/,"South Carolina Car Factory, Ridgeville, SC",34.920567,-81.996745
5/5/25,Magna International,Magna International,Waymo Driver Integration Plant,Update,Mesa,AZ,Light-Duty (Class 1-2),Vehicle Assembly,Under Construction,2026,No Evidence,NA,NA,AZ05,No Evidence,$0,None,https://waymo.com/blog/2025/05/scaling-our-fleet-through-us-manufacturing,"Waymo Driver Integration Plant, Mesa, AZ",33.4151797,-111.8315
5/5/25,Rivian,Rivian,Normal Supplier Park,Original,NA,IL,Parts,Other Electrification Components,Under Construction,2026,No Evidence,"$119,600,000",93,NA,No Evidence,$0,None,https://gov.illinois.gov/news/press-release.31247.html,"Normal Supplier Park, NA, IL",40.518091,-88.995074
5/1/25,Lion Electric,Lion Electric,Joliet Facility,Update,Channahon,IL,Heavy-Duty (Class 7-8),Vehicle Assembly,Canceled,2025,No Evidence,"($70,000,000)",-1389,IL01,No Evidence,$0,None,https://financialpost.com/commodities/energy/electric-vehicles/quebec-rescue-bankrupt-lion-electric,"Joliet Facility, Channahon, IL",41.459836,-88.172067
4/29/25,American Battery Technology Company,American Battery Technology Company,Tonopah Flats Lithium Project,Update,Millers,NV,Minerals,Lithium Hydroxide,Planned,NA,No Evidence,"$392,255,169",NA,NA,No Evidence,NA,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.globenewswire.com/news-release/2025/04/29/3070357/0/en/American-Battery-Technology-Company-Receives-Letter-of-Interest-from-US-EXIM-Bank-for-900-Million-Financing-for-Tonopah-Flats-Lithium-Project.html,"Tonopah Flats Lithium Project, Millers, NV",40.6424257,-115.2119919
4/23/25,Graphite One,Graphite One,Graphite One Secondary Treatment Plant,Expansion 1,Warren,OH,Minerals,Anode Materials,Planned,2031,No Evidence,"$3,485,000,000",NA,OH14,No Evidence,NA,None,https://www.wfmj.com/story/52777438/report-reveals-size-of-proposed-billion-dollar-graphite-plant-in-weathersfield,"Graphite One Secondary Treatment Plant, Warren, OH",41.236121,-80.816186
4/23/25,TCCI Manufacturing,TCCI,Decatur Clean Energy Innovation Hub,Original,Decatur,IL,Parts,Other Electrification Components,Operational,2025,No Evidence,NA,NA,IL13,No Evidence,$0,None,https://www.illinois.gov/news/press-release.31186.html,"Decatur Clean Energy Innovation Hub, Decatur, IL",39.841454,-88.955851
4/17/25,SungEel HiTech Co,SungEel HiTech Co,SungEel Recycling Park,Update,Toccoa,GA,Battery Recycling,Recycling,Canceled,2025,No Evidence,"($37,000,000)",-104,NA,No Evidence,$0,None,https://921wlhr.com/sungeel-pulls-plans-for-plant-in-stephens-county/,"SungEel Recycling Park, Toccoa, GA",34.5773089,-83.3329647
4/16/25,Orbia,Orbia Fluor & Energy Materials,Wisconsin Electrolyte Facility,Original,Madison,WI,Batteries,Electrolytes and Electrolyte Inputs,Operational,2025,No Evidence,"$4,200,000",NA,WI02,NA,NA,NA,https://www.orbia.com/this-is-orbia/news-and-stories/US-Wisconsin-Senator-Tammy-Baldw-Inaugurates-Orbia-Fluor-Energy-Materials-Custom-Electrolyte-Facility/,"Wisconsin Electrolyte Facility, Madison, WI",43.073926,-89.385244
4/14/25,LG Corporation,LG Energy Solution,LGES Lansing,Update,Lansing,MI,Batteries,Cells,Under Construction,2025,Good Evidence,NA,-340,MI07,No Evidence,NA,Loan Programs Office (LPO),https://www.automotivedive.com/news/lg-energy-solution-to-gain-corporate-incentive-michigan-state-battery-facility/745208/,"LGES Lansing, Lansing, MI",42.733625,-84.553927
4/11/25,EVelution Energy,EVelution Energy,Cobalt Processing Facility,Update,Tacna,AZ,Minerals,Cobalt,Planned,2026,No Evidence,NA,40,NA,No Evidence,$0,None,https://www.azcentral.com/story/news/local/arizona-environment/2025/04/11/evelution-energy-cobalt-processing-plant-coming-to-yuma/83028563007/,"Cobalt Processing Facility, Tacna, AZ",32.70002,-113.953316
4/1/25,Tesla,Tesla,Gigafactory 2,Update,Buffalo,NY,EV Charging,Charging Units,Operational,2025,No Evidence,NA,200,NY26,No Evidence,$0,None,https://www.northcountrypublicradio.org/news/story/51510/20250401/musk-critics-push-ny-to-close-buffalo-factory-instead-of-working-with-tesla,"Gigafactory 2, Buffalo, NY",42.85973,-78.84123
3/30/25,Stellantis,Stellantis,Belvidere Assembly Plant,Update,Belvidere,IL,Light-Duty (Class 1-2),Vehicle Assembly,Under Construction,2027,Good Evidence,"($1,500,000,000)",-1500,IL16,No Evidence,NA,Domestic Manufacturing Conversion Grant Program,https://www.detroitnews.com/story/business/autos/chrysler/2025/03/30/stellantis-belvidere-plant-reopening-amid-trump-tariffs-uaw-pressure/82669940007,"Belvidere Assembly Plant, Belvidere, IL",42.24113,-88.87316
3/30/25,Stellantis,Stellantis,Belvidere Battery Plant,Update,Belvidere,IL,Batteries,Packs,Canceled,2025,No Evidence,"($3,200,000,000)",-1300,IL16,No Evidence,NA,None,https://www.detroitnews.com/story/business/autos/chrysler/2025/03/30/stellantis-belvidere-plant-reopening-amid-trump-tariffs-uaw-pressure/82669940007,"Belvidere Battery Plant, Belvidere, IL",36.26877,-76.53578
3/13/25,NOVONIX,NOVONIX,Enterprise South,Update,Chattanooga,TN,Minerals,Graphite,Planned,2025,No Evidence,NA,50,TN03,No Evidence,NA,Loan Programs Office (LPO),https://www.novonixgroup.com/nvx-receives-approval-for-purchase-of-enterprise-south-land/,"Enterprise South, Chattanooga, TN",35.070387744937,-85.136565507576
3/11/25,Volvo Group,Volvo Trucks,Powered 1 Facility,Update,Greer,SC,Batteries,Cells; Modules; Packs,Operational,2025,No Evidence,NA,-90,SC04,No Evidence,$0,None,https://www.goupstate.com/story/news/2025/03/11/about-90-workers-laid-off-by-greer-sc-vehicle-battery-maker-proterra/82281538007/,"Powered 1 Facility, Greer, SC",34.939311,-82.229195
3/6/25,LG Corporation,LG Energy Solution,LG Energy Solution Arizona,Update,Queen Creek,AZ,Batteries,Cells,Under Construction,2026,No Evidence,NA,NA,AZ05,No Evidence,$0,None,https://www.electrive.com/2025/03/06/lges-aims-to-start-us-production-of-46-mm-round-cells-in-spring-2026/,"LG Energy Solution Arizona, Queen Creek, AZ",33.2449269,-111.6345113
3/5/25,Siemens,Siemens eMobility,Pomona eMobility Hub,Update,Pomona,CA,EV Charging,Charging Units,Operational,2025,Good Evidence,NA,23,CA35,No Evidence,$0,None,https://www.siemens.com/us/en/company/press/press-releases/smart-infrastructure/siemens-invests-95m-expand-pomona-facility.html,"Pomona eMobility Hub, Pomona, CA",37.62811,-89.33676
2/19/25,BorgWarner,BorgWarner,Gigafactory 2,Update,Hazel Park,MI,Batteries,Modules,Canceled,2025,No Evidence,"($50,600,000)",-318,MI11,No Evidence,$0,None,https://www.mlive.com/news/2025/02/ev-battery-company-to-close-two-michigan-plants-lay-off-188-workers.html,"Gigafactory 2, Hazel Park, MI",42.461387,-83.103989
2/19/25,Nikola Motors,Nikola Motors,Coolidge Multi-Product Factory 4.0,Update,Coolidge,AZ,Heavy-Duty (Class 7-8),Vehicle Assembly,Canceled,2025,No Evidence,"($600,000,000)",-1800,AZ02,No Evidence,$0,None,https://www.bloomberg.com/news/articles/2025-02-19/nikola-goes-bankrupt-punctuating-ev-maker-s-wild-ride?cmpid=BBD021925_hyperdrive&utm_medium=email&utm_source=newsletter&utm_term=250219&utm_campaign=hyperdrive,"Coolidge Multi-Product Factory 4.0, Coolidge, AZ",32.977625,-111.521841
2/17/25,Isuzu Motors,Isuzu Motors,Isuzu Greenville,Original,NA,SC,Medium-Duty (Class 3-6),Vehicle Assembly,Under Construction,2027,No Evidence,NA,NA,NA,No Evidence,NA,None,https://upstatebusinessjournal.com/manufacturing/isuzu-announces-280m-investment-to-establish-production-base-in-greenville/,"Isuzu Greenville, NA, SC",34.850746,-82.398964
2/13/25,Aspen Aerogels,Aspen Aerogels,Aspen Aerogels Georgia,Update,Statesboro,GA,Batteries,Battery Pack Components,Canceled,2025,No Evidence,"($1,000,000,000)",-255,GA12,No Evidence,"($670,600,000)",Loan Programs Office (LPO),https://www.ajc.com/news/business/ev-supplier-halts-construction-on-coastal-georgia-factory/DLF25DTK4ZGUDHUEBINV4CUWFU/,"Aspen Aerogels Georgia, Statesboro, GA",32.44877,-81.777753
2/5/25,AESC,AESC,Florence Gigafactory - Factory 2,Update,NA,SC,Batteries,Cells,Canceled,2025,No Evidence,"($1,500,000,000)",-1080,NA,No Evidence,$0,None,https://baynews9.com/fl/tampa/news/2025/02/05/south-carolina-news-aesc-loses-incentives,"Florence Gigafactory - Factory 2, NA, SC",34.195772,-79.761968
2/2/25,Honda Motor Company,Honda,Anna Engine Plant,Expansion 1,Anna,OH,Batteries,Battery Enclosures,Under Construction,2025,No Evidence,"$100,000,000",NA,OH04,No Evidence,$0,None,https://www.cnbc.com/2025/02/02/hondas-new-ev-production-revolution-begins-with-1-billion-in-ohio.html,"Anna Engine Plant, Anna, OH",40.377218,-84.189114
2/2/25,Honda Motor Company,Honda,East Liberty Auto Plant,Expansion 1,East Liberty,OH,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2025,No Evidence,"$100,000,000",NA,OH04,Good Evidence,$0,None,https://www.cnbc.com/2025/02/02/hondas-new-ev-production-revolution-begins-with-1-billion-in-ohio.html,"East Liberty Auto Plant, East Liberty, OH",40.326752,-82.817043
2/2/25,Honda Motor Company,Honda,Marysville Auto Plant,Expansion 1,Marysville,OH,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2025,No Evidence,"$100,000,000",NA,OH04,Good Evidence,$0,None,https://www.cnbc.com/2025/02/02/hondas-new-ev-production-revolution-begins-with-1-billion-in-ohio.html,"Marysville Auto Plant, Marysville, OH",40.2767,-83.507149
2/1/25,KORE Power,KORE Power,KOREPlex Facility,Update,Buckeye,AZ,Batteries,Cells,Canceled,2025,No Evidence,"($625,000,000)",-625,NA,No Evidence,$0,Loan Programs Office (LPO),https://www.azcentral.com/story/news/local/southwest-valley/2025/02/01/kore-power-walks-away-from-planned-battery-plant-in-buckeye/78109127007/,"KOREPlex Facility, Buckeye, AZ",33.370497,-112.583575
1/29/25,Octillion Power Systems,Octillion Power Systems,Nevada One,Update,Reno,NV,Batteries,Packs,Operational,2025,No Evidence,NA,23,NV02,No Evidence,$0,None,https://octillion.us/newsroom/octillion-power-systems-inaugurates-new-battery-factory-in-nevada,"Nevada One, Reno, NV",39.5225391,-119.7065449
1/28/25,Magnis Energy Technologies,Imperium3NY,Huron Campus Gigafactory,Update,Endicott,NY,Batteries,Cells,Canceled,2025,No Evidence,"($670,000,000)",-1375,NY19,No Evidence,$0,None,https://www.pressconnects.com/story/news/local/2025/01/28/endicott-new-york-im3ny-files-for-bankruptcy/77996357007/,"Huron Campus Gigafactory, Endicott, NY",42.096973,-76.065435
1/28/25,Modine Manufacturing,Modine Manufacturing,Franklin Thermal Management Facility,Original,Franklin,WI,Parts,Power Electronics,Planned,2029,No Evidence,NA,200,WI01,No Evidence,$0,None,https://www.manufacturingdive.com/news/modine-manufacturing-to-open-franklin-wisconsin-plant/738379/,"Franklin Thermal Management Facility, Franklin, WI",44.21274,-91.12376
1/23/25,Stardust Power,Stardust Power,Oklahoma Lithium Refinery,Update,NA,OK,Minerals,Lithium,Under Construction,2025,No Evidence,"$200,000,000",NA,NA,No Evidence,$0,None,https://www.okcommerce.gov/commerce-celebrates-groundbreaking-of-1-2-billion-lithium-refinery-in-muskogee/,"Oklahoma Lithium Refinery, NA, OK",35.55152,-97.4072
1/22/25,ZO Motors,ZM Trucks,ZM North America Manufacturing Plant,Original,Fontana,CA,Multiple Classes,Vehicle Assembly,Operational,2025,No Evidence,NA,200,CA35,No Evidence,$0,None,https://www.fontanaca.gov/CivicAlerts.aspx?AID=2811,"ZM North America Manufacturing Plant, Fontana, CA",34.1028926,-117.435765
1/17/25,Bayer AG,Lanxess AG,LANXESS Bushy Park,Original,Goose Creek,SC,Batteries,Electrolytes and Electrolyte Inputs,Planned,NA,No Evidence,"$562,048",NA,SC01,No Evidence,"$562,048",Qualifying Advanced Energy Project Credit (48C),https://www.energy.gov/articles/department-energy-shares-applicant-self-disclosed-projects-receiving-clean-energy,"LANXESS Bushy Park, Goose Creek, SC",33.001268534497,-79.92938173573
1/17/25,Canoo,Canoo,Canoo R and D Center,Update,Bentonville,AR,Medium-Duty (Class 3-6),Vehicle Assembly,Canceled,2025,No Evidence,NA,-545,AR03,No Evidence,$0,None,"https://www.reuters.com/business/ev-startup-canoo-files-bankruptcy-cease-operations-2025-01-18/#:~:text=Jan%2017%20(Reuters)%20%2D%20Canoo,its%20microbus%2Dinspired%20cargo%20vans.","Canoo R and D Center, Bentonville, AR",36.357403,-94.199063
1/17/25,Canoo,Canoo,EV Battery Module Manufacturing Facility,Update,Pryor,OK,Batteries,Modules,Canceled,2025,No Evidence,"($160,000,000)",-860,OK02,No Evidence,$0,None,"https://www.reuters.com/business/ev-startup-canoo-files-bankruptcy-cease-operations-2025-01-18/#:~:text=Jan%2017%20(Reuters)%20%2D%20Canoo,its%20microbus%2Dinspired%20cargo%20vans.","EV Battery Module Manufacturing Facility, Pryor, OK",36.3071316,-95.314464
